Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2009,65000,0,1,0,13.6,1991,142,5,4.9
2015,75863,0,1,1,19.01,1461,108.45,5,6.7
2013,54000,1,1,1,33.54,998,67.04,5,3.05
2014,24000,0,0,1,17.11,1968,174.33,5,25
2018,33218,0,1,1,17.1,1956,170,5,19.05
2015,33425,1,1,1,17.43,1396,105.5,5,4.5
2013,47000,1,1,1,18,1198,86.7,5,4.15
2015,41000,0,1,1,19.67,1582,126.2,5,11.9
2011,62000,1,1,1,19.81,1086,68.05,5,2.1
2016,47035,0,1,1,18.49,1493,100,7,6.95
2008,56230,1,1,0,17.5,1298,85.8,5,2.4
2007,55000,1,1,1,13.2,1495,94,5,2.65
2014,70669,0,1,1,15.1,2179,140,7,9
2012,69000,1,1,1,20.92,998,67.1,5,2.1
2011,65000,1,1,0,18.6,1199,79.4,5,2.5
2009,30000,0,0,1,12.4,2698,179.5,5,8.95
2017,2000,0,0,1,20.7,1496,113.98,5,34
2015,40000,1,1,1,17.57,1193,88.7,5,4
2014,40000,0,1,1,26,1498,98.6,5,4.45
2010,26000,1,1,1,18.6,1199,79.4,5,1.5
2011,105000,0,0,0,16.55,1968,140,5,14.5
2015,2800,0,1,1,26.1,1498,99,5,8.41
2014,71000,0,0,0,19.08,1582,126.32,5,5.45
2015,32896,1,0,1,18,1497,117.3,5,8.9
2012,45000,1,1,1,20.36,1197,78.9,5,3.65
2015,65000,0,0,0,18.56,1995,190,5,29
2013,45200,0,0,1,16.55,1968,147.51,5,13.5
2008,82167,1,0,1,10.1,2354,152,5,5.4
2016,37429,1,1,1,18.9,1197,81.86,5,5.89
2016,46000,0,1,1,28.09,1248,88.5,5,8.45
2011,67031,1,1,1,17.4,1497,117.3,5,4
2013,30000,0,0,1,9.52,2993,313,4,45
2016,47691,1,0,1,23.1,998,67.04,5,3.94
2011,32531,0,0,0,13.73,1995,148,5,8
2013,71336,0,1,1,20,1399,68,5,4.1
2006,196000,0,1,1,12.8,2494,102,7,6.25
2015,28193,0,1,1,28.4,1248,73.75,5,5.25
2019,2526,1,0,1,19,2996,362.07,2,83.96
2013,85000,0,0,1,16.1,1950,194,5,21
2015,20780,1,1,1,18.9,1197,81.86,5,4.3
2014,43081,1,1,1,17.3,1497,117.3,7,5.25
2010,35000,1,0,0,11.9,4806,550,5,32
2013,36000,0,1,1,17.21,1493,100,7,3.9
2007,67000,1,1,0,13.4,1794,125,5,2.2
2016,34079,0,1,1,25.32,1198,77,6,3.7
2010,77849,1,0,0,10.9,2497,215,5,11.27
2013,86000,1,1,1,22.74,796,47.3,5,2.41
2015,110000,0,0,1,15.73,1968,174.33,5,19
2015,116000,0,1,0,23.59,1364,67.05,5,5.8
2016,41840,0,1,1,15.1,2179,140,7,13.52
2015,19317,0,1,1,13,2982,168.7,7,24.5
2014,41000,1,1,1,24.6,1193,55.23,5,3.25
2017,25601,0,0,1,17.9,2143,201.15,5,56.73
2015,83950,0,1,1,19.67,1582,126.2,5,9.95
2012,60000,1,0,1,16.8,1497,118,5,5.5
2015,50000,0,0,1,17.11,1968,174.33,5,25
2009,37000,1,1,1,17.3,993,60,5,1
2011,76976,1,1,0,19.7,796,46.3,5,2.15
2018,21684,1,0,1,21.4,1197,83.1,5,7.89
2015,62000,0,1,1,16,2179,140,7,10.25
2007,1261,1,1,1,19,1194,94.68,5,6
2017,59450,1,1,1,18.6,1197,81.86,5,7.53
2018,24465,0,0,1,19.27,2143,167.62,5,39.45
2014,55000,1,1,1,17.8,1497,117.3,5,5.84
2017,2000,1,1,1,18.88,1499,110.4,5,8.65
2017,25040,1,1,1,21.4,1197,83.1,5,7.74
2008,84000,1,1,1,20.36,1197,78.9,5,2.5
2007,170428,0,1,0,12.8,2494,102,8,5.7
2016,12573,1,1,1,21.4,1197,83.1,5,5.8
2012,88000,0,0,1,12.07,2967,241.4,7,36.5
2012,86000,0,0,0,13.01,2199,194.3,7,9.5
2013,45000,1,1,1,17,1497,118,5,4.55
2012,51000,0,1,1,21.9,1396,90,5,3.9
2007,92000,0,1,1,13.6,2523,63,7,2.7
2017,29000,0,0,1,12.9,2755,174.5,7,31
2009,70521,1,0,0,10.9,2497,215,5,10.3
2010,51000,0,0,1,16.07,1995,181,5,7.75
2012,52618,1,1,1,18.9,998,67.1,5,3.2
2013,68000,0,1,1,25.47,1248,88.5,7,4.85
2016,29022,0,0,0,15.68,1999,177,5,34.08
2017,80000,0,1,1,24.52,1248,88.5,7,8.1
2016,78000,0,1,0,25,1396,69.01,5,2.35
2012,100000,1,1,1,20.92,998,67.1,5,1.8
2015,31412,1,1,1,21.1,814,55.2,5,3.42
2010,78000,0,0,0,11.4,2953,153.86,7,5.34
2018,14000,0,0,1,12.62,2198,158,7,31.99
2011,80000,0,1,1,20.54,1598,103.6,5,4.75
2014,46738,1,0,1,19.12,1373,91.1,5,6.1
2013,54884,1,1,0,21.1,814,55.2,5,3.69
2012,74500,0,0,0,14.16,1968,174.3,5,15
2016,67472,0,1,1,16,2179,140,7,14.5
2013,84000,0,1,1,28.4,1248,74,5,5.65
2011,77400,0,1,1,21.1,1248,73.9,5,2.5
2017,14470,0,0,1,19.71,2143,201.15,5,38.5
2014,52108,0,1,1,19.01,1461,108.45,5,5.49
2013,40000,1,1,1,19.1,1197,85.8,5,3.55
2014,105044,0,1,1,12.99,2494,100.6,7,10.75
2016,24347,1,1,1,15.8,1591,121.3,5,11
2014,58000,0,1,1,21.79,1248,88.73,5,4.5
2014,49663,0,1,1,15.1,2179,140,7,8.42
2017,17000,1,0,1,18,1497,117.3,5,11.6
2016,13418,0,0,1,16.36,2179,187.7,5,33.63
2008,117080,0,1,0,17.8,1399,68,5,2.25
2010,74000,1,0,1,10.8,2497,150,5,12.95
2014,66882,0,0,1,17.68,1968,174.33,5,25.02
2014,41460,1,1,1,18.5,1198,86.8,5,3.95
2011,57000,1,0,1,16.8,1497,118,5,4.4
2015,34010,1,1,0,16.47,1198,73.9,5,4.95
2010,96813,0,1,0,12.05,2179,120,8,5.5
2011,84000,1,1,1,16.8,1497,116.3,5,3.25
2013,50004,1,1,1,15,1598,103.5,5,4.02
2016,67995,0,1,1,16,2179,140,7,11.73
2012,55000,0,1,1,15,1896,105,5,9.5
2017,14900,1,0,1,21.4,1197,83.1,5,8.6
2013,70961,0,1,1,25.8,1498,98.6,5,4
2015,40194,1,1,1,15.04,1598,103.2,5,5.55
2015,96000,1,1,1,22.74,796,47.3,5,2.5
2017,35000,0,0,1,18,2993,255,7,41.6
2015,50000,1,0,1,18,1497,117.3,5,7.41
2014,50000,0,1,1,19.01,1461,108.5,5,6.5
2008,26299,1,1,1,19.7,796,46.3,5,1.2
2015,150386,0,1,1,14.24,2755,174.5,7,23
2012,60000,0,1,1,21.9,1396,90,5,2.74
2013,65000,0,1,1,20,1399,68,5,3.9
2017,80000,0,1,1,24.3,1248,88.5,5,8
2012,92000,0,1,0,22.32,1582,126.32,5,4
2016,13000,1,0,1,12.95,1999,152.88,5,17.75
2013,73278,0,1,1,21.1,1248,73.9,5,5.05
2011,38000,1,0,1,10.8,1984,132,5,12
2016,46936,0,0,1,13,2143,204,5,29.6
2015,55000,0,1,1,19.87,1461,83.8,5,6.5
2014,19000,1,0,1,15.5,1198,86.7,5,4.75
2016,42259,0,0,1,9,1984,181,5,24.36
2011,14000,1,1,0,17.5,1197,85.8,5,3.2
2016,16956,1,1,1,22.5,998,67.04,5,3.6
2017,15473,1,1,1,16.8,796,34.2,5,3.58
2011,75000,0,1,1,21.5,1248,88.8,5,2.5
2013,96000,0,1,0,23.5,1498,90,5,3.5
2015,25000,1,0,1,19.16,2494,158.2,5,25
2010,38000,1,1,0,22.5,998,67.04,5,1.75
2005,54000,0,0,1,11,2987,198.5,5,10
2018,4131,1,0,1,21.4,1197,83.1,5,7.75
2016,31700,1,1,1,18.7,1199,88.7,5,6.45
2017,66988,0,0,1,15.4,2179,120,7,10
2014,54230,1,1,1,16.47,1198,74,5,4.5
2015,35000,1,1,1,17,1197,80,5,3.4
2010,62714,1,0,1,12.1,2362,164.7,5,4.5
2015,45295,1,1,1,18.9,998,67.1,5,4.3
2018,7000,0,0,1,18.12,1995,190,5,46
2016,57000,1,0,1,24.07,998,67.1,5,3.4
2013,40100,0,0,1,14.84,2143,170,5,14.5
2013,56000,1,1,1,24.7,796,47.3,5,2.1
2012,15000,1,1,1,18.6,1197,85.8,5,3.65
2014,14000,1,1,1,18.2,1199,82.5,5,3
2009,68000,0,1,0,23,1396,90,5,3.95
2012,83000,0,0,1,11.9,2496,163.2,5,6.75
2013,81504,0,1,1,21.43,1364,87.2,5,6.53
2015,73500,0,1,1,13,2982,168.5,7,22
2013,52900,1,0,1,14.3,1598,103.52,5,4.75
2017,20000,1,0,1,16.5,1198,86.8,5,5.99
2011,46000,1,1,1,16.47,1198,73.9,5,3.05
2010,65000,1,1,1,16.47,1198,73.9,5,2.4
2007,42000,1,1,0,18.2,998,67.1,5,1.3
2016,36681,0,1,1,23.59,1364,67.06,5,6.71
2014,67000,0,1,0,15.1,2179,140,7,7.2
2016,18000,1,0,1,18.9,1197,82,5,5.4
2015,56409,0,1,1,22.7,1498,89.84,5,6.63
2016,65263,1,1,1,17.5,1373,80.46,7,7.5
2018,20300,1,0,1,18,1497,117.3,5,14.21
2010,45008,1,1,1,17,1497,118,5,3
2017,21799,1,1,1,23.1,998,67.04,5,5.11
2011,57328,1,1,1,15.04,1598,103.6,5,3.39
2017,35358,0,0,1,11.36,2755,171.5,7,22.99
2009,46946,1,1,0,18.5,1197,80,5,2.35
2012,39772,0,1,1,23.2,1248,73.94,5,2.85
2014,58000,0,0,1,17.68,1968,174.33,5,18.5
2014,52000,1,1,1,13.24,1598,102.57,5,5.99
2008,152000,1,1,0,13.5,1799,130,5,3
2016,42700,1,1,1,23.84,1199,84,5,3.6
2014,60000,0,0,1,16.55,1968,147.51,5,24
2015,33195,1,1,1,19.1,1197,85.8,5,6.26
2010,110000,0,1,1,14.24,2755,174.5,7,13.7
2016,52000,0,0,1,15.26,2143,203.2,5,35
2015,64399,0,1,1,21.9,1396,90,5,5.02
2015,55000,1,1,1,21.5,1197,81.8,5,3.1
2012,50000,0,1,1,20.54,1598,103.6,5,5.5
2014,33485,1,1,1,19.1,1197,85.8,5,3.59
2015,32000,0,1,1,20.4,1248,91.7,5,4.65
2009,71400,1,1,0,17,1497,118,5,3.8
2016,41713,0,1,1,19.67,1582,126.2,5,12.5
2017,46000,0,1,1,25.6,1498,98.6,5,12.9
2015,52950,1,1,1,14,796,35,5,2.35
2015,29500,1,1,1,20.4,1197,81.8,5,4.15
2012,63888,0,0,1,14,2987,224,5,22.58
2016,60000,1,1,1,24.7,796,47.3,5,2.65
2010,59196,1,1,0,15.6,1196,70,5,2.25
2016,121362,0,1,1,13.68,2393,147.8,7,16
2013,78000,0,0,1,18.48,1995,177,5,19.5
2015,59000,0,0,1,13.01,2199,194.3,7,21
2012,95000,0,0,0,22.48,1995,190,5,17.5
2010,84000,0,1,0,17.8,1399,68,5,2.41
2014,64557,0,0,0,12.7,2179,187.7,5,29.93
2009,68078,1,1,1,19.7,796,46.3,5,1.02
2009,149706,0,1,1,11.5,2982,171,7,11
2013,25984,1,1,1,15.8,1499,110,5,5.35
2017,15544,1,1,1,21.4,1197,83.1,5,5.65
2015,34000,0,0,1,23.8,1998,112,5,22
2013,24000,1,0,1,17.01,1591,121.4,5,5.95
2011,95000,0,1,0,20,1399,68,5,2.35
2014,52000,0,1,0,25.8,1498,98.6,5,4.1
2012,135000,0,1,1,19.01,1461,108.45,5,5.4
2017,39000,0,1,1,23,1498,98.96,5,8.45
2013,45306,0,0,0,11.2,2993,241,4,42.5
2010,140000,0,1,1,14.24,2755,174.5,7,10.75
2010,55000,1,1,0,13.45,1086,62.1,5,1.65
2015,67415,0,0,1,11.18,2696,184,7,11.03
2016,25562,1,1,1,23.1,998,67.04,5,3.5
2016,30292,1,1,1,18.6,1197,81.83,5,6.3
2014,84056,1,1,1,18.88,999,123.24,5,6.75
2017,62691,0,1,1,26.21,1248,88.5,5,7.5
2013,87000,0,0,1,17.11,1968,174.33,5,15.5
2015,52513,1,1,1,18,1198,86.7,5,4.65
2016,43983,1,0,1,15.63,1499,110.4,5,7.58
2013,90121,1,1,1,20.92,998,67.1,5,2.2
2011,50000,0,0,0,16.77,2967,241.38,5,21
2011,42500,0,0,1,18.33,1968,167.7,5,5.25
2016,62192,0,1,1,28.4,1248,74,5,5.22
2011,128000,0,1,0,19.2,1461,65,5,2
2018,38394,1,1,1,21.56,1462,103.25,5,9.18
2013,37287,1,1,1,26,624,35,4,1.74
2011,60000,1,0,1,16.8,1497,118,5,4.45
2017,39419,1,1,1,18.16,1196,86.8,5,4.95
2014,55000,0,1,1,22.54,1396,88.73,5,5.64
2016,7000,1,1,1,18.88,1499,110.4,5,6.9
2011,85000,0,0,1,16.55,1968,147.51,5,13.95
2013,51000,0,0,0,20.58,1995,143,5,17
2012,90000,0,1,0,13.93,2179,138.03,7,4.6
2010,105000,0,1,0,12.05,2179,120,8,5.21
2017,36458,1,1,1,15.29,1591,121.3,5,12.34
2006,109000,1,1,1,16.9,1497,100,5,1.5
2015,49000,0,0,1,17.05,1995,184,5,22.99
2010,45000,0,0,1,14.7,2993,241.4,6,40
2008,68000,1,1,0,19.7,796,46.3,5,1.2
2011,54000,1,0,1,19.2,1197,80,5,2.9
2016,28000,1,0,1,14.62,1999,149.92,5,13.9
2016,38500,0,1,0,28.09,1248,88.5,5,7.85
2016,17738,0,0,1,15.3,2993,258,5,54.45
2012,67132,0,1,1,13.58,2499,78,9,4.75
2011,47000,0,1,1,20.64,1498,108.5,5,3.25
2015,28005,1,1,1,17.8,1497,117.3,5,7.1
2017,13000,1,1,1,20.4,1197,81.8,5,4.65
2012,67000,0,1,1,19.33,1968,138.1,5,5
2015,50000,1,1,1,18.6,1197,81.83,5,4.95
2014,55000,0,1,1,15.1,2179,140,7,9.8
2019,9312,0,0,1,18,2987,258,5,78.8
2015,30458,1,1,1,23.1,998,67.04,5,2.99
2014,46000,1,1,1,15.04,1598,103.2,5,4.45
2011,50000,1,1,0,23.9,624,37.48,4,0.75
2016,36676,1,1,1,25,1197,81.86,5,5
2014,72563,0,1,0,22.77,1498,98.59,5,5
2015,58239,1,0,1,14.62,1999,149.92,5,9.69
2015,57934,0,1,1,18.2,1248,73.74,8,5.5
2017,6500000,0,0,1,15.97,2993,258,5,65
2015,63000,0,1,1,20.14,1498,88.8,5,5.11
2012,27014,1,1,1,16.25,1198,75,5,2.19
2012,90906,0,1,1,20.54,1598,103.6,5,4.25
2013,61202,0,0,1,11.18,2696,184,7,14.5
2014,51000,0,1,1,19.87,1461,83.14,5,5.65
2016,88008,0,0,0,12.9,2755,174.5,7,22.5
2004,160000,1,0,0,11.3,1794,125,5,1.5
2012,42591,1,1,1,20.36,1197,78.9,5,3.2
2012,67000,0,1,1,23,1396,90,5,4.5
2014,48000,0,1,0,25.8,1498,98.6,5,4.5
2014,97000,0,0,1,22.32,1582,126.32,5,8
2018,10000,0,0,1,17.9,2143,136,5,28.9
2015,56900,0,1,1,20.14,1498,88.8,5,4.1
2017,36152,1,0,1,21.4,1197,83.1,5,7.22
2014,85512,0,1,1,22.9,1248,74,5,5.8
2013,234000,0,1,0,14,2489,95,8,3.5
2013,36000,0,1,0,22.7,1498,89.84,5,6.35
2015,36096,0,1,1,15.1,2179,140,7,8.85
2010,111111,1,1,0,18.6,1199,79.4,5,2
2012,73000,1,1,1,17.01,1591,121.3,5,5.5
2014,44300,1,1,0,18.9,1197,82,5,2.3
2014,74500,0,1,1,19.01,1461,108.45,5,7.95
2016,21495,1,1,1,19.1,1197,81.86,5,6.16
2012,59000,1,1,1,20.36,1197,78.9,5,2.85
2016,23000,1,0,1,13.7,1991,183,5,25
2008,50135,0,1,1,15.8,2148,170,5,10.36
2016,25000,1,0,1,15.04,1991,183,5,26
2013,47000,0,1,1,22.32,1582,126.32,5,4.35
2016,150000,0,1,1,14.95,2489,93.7,9,4.5
2015,53503,0,1,1,26.59,1248,74,5,5
2014,47003,1,1,1,20.36,1197,78.9,5,3.67
2014,80000,0,1,1,14,2179,138.1,7,6
2018,20492,1,1,1,18.9,1197,82,5,6.34
2012,17000,1,0,0,16.82,1998,189.08,4,22
2006,79000,1,1,0,13.4,1794,125,5,1.67
2014,27000,1,1,1,14.28,1798,138.03,5,7.95
2018,28786,1,1,1,10.4,2393,163.5,5,9.74
2011,143354,0,1,0,16,1997,140,7,6
2013,21000,1,0,1,17.44,1998,189.08,4,21.5
2014,29202,1,1,1,33.54,998,67.04,5,3.9
2009,73000,0,1,0,21.1,1248,73.9,5,2.35
2012,74000,0,1,0,22.07,1199,73.9,5,2.65
2011,65423,1,1,1,20.36,1197,78.9,5,3.16
2009,65000,1,1,0,19,998,66.1,5,2.05
2013,83875,1,1,0,26.6,998,58.16,5,2.95
2014,55277,1,1,1,20.51,998,67.04,5,3.9
2017,50808,0,1,0,24.2,1498,98.6,7,6.68
2017,52000,1,1,0,21.1,814,55.2,5,3.5
2017,32000,1,0,1,14.84,1598,103.52,5,8.11
2017,25000,0,1,1,28.09,1248,88.5,5,8.3
2016,23218,0,0,1,15.26,2143,203.2,5,45.61
2010,84000,0,0,1,20,1968,138.1,5,4.45
2017,40000,0,1,1,24.3,1248,88.5,5,7.85
2011,17000,1,1,1,13.45,1086,62.1,5,3.1
2014,25135,0,1,1,24,1120,70,5,3.75
2017,65000,0,1,1,25.47,1248,88.5,7,7.65
2013,40000,1,1,1,17,1197,80,5,4.9
2018,24500,0,0,1,16,2179,140,7,16.52
2016,56674,1,0,1,13.7,1798,157.75,5,14.05
2016,51950,1,1,1,20.73,1373,91.1,5,6.75
2016,51000,0,1,1,19.67,1582,126.2,5,9.2
2008,114750,1,1,0,17,1497,118,5,2.75
2016,107890,0,1,1,13.5,2198,157.7,7,20.5
2012,64000,0,1,1,21.9,1396,90,5,4.25
2016,21460,1,1,1,17,1497,121.36,5,6
2015,29634,1,1,0,17,1197,80,5,6
2008,52000,1,1,1,16.1,1298,88.2,5,2.41
2015,33000,1,0,1,19,1199,88.7,5,7.25
2014,89230,0,1,1,11.1,2400,200,7,23.65
2016,27000,1,1,1,21.4,1197,83.1,5,6.5
2017,72524,0,0,0,17.9,2143,136,5,18.06
2016,73000,1,1,1,25.17,799,53.3,5,3.2
2017,21740,1,1,1,18.16,1196,86.8,5,6.42
2015,59000,0,1,1,13,2982,168.5,7,23
2013,83432,1,1,1,17,1497,118,5,5.9
2014,87200,0,1,1,15.4,2523,75,7,7.75
2012,88000,0,0,1,13.2,1995,170,5,15
2017,48324,0,1,1,24.3,1248,88.5,5,9
2011,51000,1,0,1,11.74,1796,186,5,11.5
2012,24000,1,1,0,17.01,1591,121.3,5,6.2
2017,20773,0,1,1,24,1186,73.97,5,5.92
2016,22000,0,1,1,20.14,1498,88,5,6.29
2014,66355,1,1,1,18,1198,86.7,5,4.12
2007,115800,1,0,0,10.1,2354,152,5,3.8
2014,41125,1,1,1,17.92,1086,62.1,5,2.7
2017,43812,0,0,1,15,2143,107.3,5,20.28
2014,69876,1,1,1,18,1198,86.7,5,3.9
2014,102000,0,0,0,12.55,2982,168.5,7,16.5
2011,68000,1,1,1,17.01,1591,121.3,5,3.7
2016,12000,0,0,1,10.5,2993,271.23,4,79
2013,25000,0,0,1,22.69,1995,190,5,17.99
2013,51873,0,1,1,21.9,1396,88.76,5,3.9
2012,72500,0,1,1,18.5,1399,68,5,3.12
2007,83000,1,1,1,14,1061,64,5,1.65
2015,39871,1,1,1,19.1,1197,81.86,5,3.5
2015,82000,0,1,0,14.02,2179,118.3,7,4.85
2018,23152,0,0,1,19.27,2143,167.62,5,39.22
2007,71600,1,1,0,20.36,1197,78.9,5,2
2010,122000,0,1,0,11.5,2982,171,7,10.45
2016,29277,1,0,1,19.16,2494,158.2,5,27
2011,60000,0,1,1,20,1399,68,5,2.25
2014,42000,1,1,1,19.1,1197,81.86,5,3.45
2016,61823,1,1,1,18.6,1197,81.83,5,6.14
2012,53000,1,1,0,19.2,1086,68.05,5,2.85
2015,75000,1,1,1,24.6,1193,55.23,5,3.25
2011,110000,0,1,1,28.4,1248,73.75,5,4
2010,38446,1,1,1,17,1497,118,5,2.59
2017,33000,0,1,1,27.39,1248,74,5,6.96
2016,70000,1,1,1,21.1,814,55.2,5,3
2012,68038,0,1,1,20.14,1498,88,5,3.6
2014,55012,0,1,0,25.44,936,57.6,5,3.7
2013,55000,0,0,1,22.48,1995,190,5,21.75
2017,25000,0,0,1,17.9,2143,170,5,45
2011,46808,1,1,0,24.07,998,67.1,5,3.19
2015,65743,1,1,1,20.14,1197,81.86,5,6.2
2013,64466,1,1,1,19.81,1086,68.05,5,3.96
2016,80000,0,1,1,23.4,1248,74,5,4.5
2017,69000,0,1,1,25.4,1186,73.97,5,3.55
2014,79200,0,1,1,22.71,1461,84.8,5,5.5
2016,29477,1,1,1,15.8,1591,121.3,5,10.25
2017,40000,0,0,1,12.9,2755,174.5,7,30
2014,25000,1,1,0,18.5,1197,85.8,5,3.5
2014,67668,0,1,1,23.08,1461,63.12,5,3.1
2010,78000,1,1,1,17.5,1198,75,5,3.25
2017,30000,0,1,1,23,1498,98.96,5,8.99
2015,70623,1,1,1,15.04,1598,103.6,5,3.99
2015,54000,0,1,0,19.01,1461,108.5,5,6
2015,48000,0,0,1,15.73,1968,174.33,5,18.25
2012,62000,0,1,1,12.99,2494,100,7,7.75
2017,47000,1,1,0,17.57,1193,88.7,5,4.5
2014,171000,0,1,1,11.5,2982,171,7,16.75
2012,108000,0,0,1,16.09,1995,184,5,17.5
2016,41000,0,1,1,22.7,1598,118,5,7.7
2012,66000,1,1,0,17,1497,118,5,4.45
2015,144000,0,1,1,26.59,1248,74,5,5.25
2017,23806,0,0,1,22.69,1995,190,5,33.66
2013,89000,1,0,0,19.34,1198,76,5,2.8
2018,38852,1,0,1,21.4,1197,83.1,5,8.47
2018,68737,0,1,1,26.21,1248,88.5,5,9.32
2017,23106,0,0,1,17.9,2143,136,5,27.43
2015,31250,0,1,1,24.5,1498,98.6,7,6.5
2014,77795,0,1,1,12.99,2494,100.6,8,9.5
2015,47759,0,0,1,14.74,2993,270.9,5,31.8
2013,67620,1,1,0,17.6,1496,88.8,5,4.2
2013,44378,0,1,1,25.44,936,57.6,5,3.85
2012,64709,1,1,0,12.8,2354,177.6,5,6
2007,76161,1,1,1,19.7,796,46.3,5,1.65
2013,58410,0,0,1,19.3,1968,141,5,14.5
2011,72000,0,1,1,12.8,2494,102,7,7.1
2016,11000,0,0,1,17.11,1968,174.33,5,28
2017,45362,0,1,1,24.3,1248,88.5,5,9.38
2016,59767,1,1,1,18.9,1197,82,5,4.78
2003,70000,1,1,0,13.4,1794,125,5,1.7
2019,14233,0,0,1,17.6,2179,153.86,7,17.85
2010,72000,1,1,0,17,1197,80,5,2.75
2014,11000,1,1,1,17.01,1591,121.3,5,5.95
2011,39000,1,1,1,14,796,35,5,1.5
2019,19855,1,1,1,24.7,796,47.3,5,3.8
2017,20149,0,0,1,19.27,2143,167.62,5,38.5
2011,70000,1,1,1,19.81,1086,68.05,5,2.15
2010,62004,1,0,0,14.67,1798,177.46,5,3.75
2016,25500,0,0,1,21.5,1498,108.5,5,8.95
2010,61700,1,1,1,14.8,1799,130.2,5,2.95
2010,59660,1,0,1,12.05,1995,154,5,10.49
2007,69775,1,1,0,17.92,1086,62.1,5,1.85
2009,88000,1,0,1,11.1,2354,142,5,5.25
2014,47052,0,1,1,20.77,1248,88.76,7,5.99
2015,69749,0,1,1,18.6,1388,67,5,3.82
2012,79000,0,0,1,12.07,2967,241.4,7,39
2016,39644,0,0,1,17.11,1968,174.33,5,25.75
2012,137800,0,1,1,22.3,1248,74,5,2.2
2008,120000,0,1,0,18.1,1493,110,5,2
2018,11000,0,0,1,16.1,1950,194,5,56.5
2014,18600,0,0,0,22.69,1995,190,5,21
2014,116905,0,1,1,24,1120,70,5,4
2011,32824,1,0,1,16.95,1197,78.9,5,3.83
2016,19148,1,1,1,16.1,1197,85,5,5.89
2010,35008,1,1,1,17.92,1086,62.1,5,1.36
2013,21000,0,0,0,17.54,2993,313,4,44
2014,53000,1,1,1,22.1,1586,85.7,5,3.26
2016,36000,1,1,1,17.43,1396,105.5,5,8
2012,56121,0,1,1,23.4,1248,74,5,4.25
2018,30000,0,1,1,28.4,1248,74,5,6
2016,31021,0,0,1,19.5,1968,141,5,16.61
2013,52600,0,1,1,19.6,1461,108.45,5,7.26
2005,60000,0,1,1,10.5,2179,120,8,4
2016,44001,0,0,1,18.12,1995,190,5,34.51
2003,101000,1,1,0,17.3,1061,64,5,0.95
2007,84169,1,1,1,14,1061,64,5,2.2
2017,14001,1,1,1,18.6,1197,81.83,5,5.75
2016,59000,0,0,1,18,2993,255,7,36.75
2009,29000,1,0,0,11.7,1796,178,5,10
2012,38800,0,1,1,21.64,1461,84.8,5,4.05
2011,98000,0,0,1,12.07,2967,241.4,7,22
2017,20969,0,0,1,17.9,2143,136,5,27.87
2018,2900,0,1,1,24.3,1248,88.5,5,8.75
2016,69000,0,1,1,19.3,1248,73.9,5,4.79
2018,5833,0,1,1,21.13,1498,108.4,5,11.92
2016,28733,0,0,0,12.07,2967,241.4,7,53.11
2006,145000,1,1,1,18.9,998,67.1,5,1.15
2014,71000,0,1,1,25.1,1498,98.6,5,7.45
2017,12000,1,1,1,21.1,814,55.2,5,3.5
2018,21603,0,0,1,13,2987,265,5,70.15
2013,58000,0,0,1,13.2,1995,170,5,19.5
2012,39000,1,0,0,12.05,1995,154,5,15
2017,37712,0,1,1,17.45,1493,100,7,7.57
2012,68000,1,1,1,18.5,1197,85.8,5,4.4
2016,25000,0,0,1,15.87,2993,308.43,5,60
2010,30000,1,1,1,18.6,1199,79.4,5,1.6
2014,68218,1,1,1,19.1,1197,85.8,5,4.9
2014,52000,0,1,1,20.77,1248,88.8,7,5.95
2015,63591,0,1,1,20.45,1461,83.8,5,5.35
2014,57937,1,0,1,15.5,1198,86.7,5,5.4
2015,21979,0,0,1,17.11,1968,174.33,5,23.45
2002,99000,0,1,0,18.7,1896,66,5,1.9
2016,62000,0,1,1,25.8,1498,98.6,5,6.1
2006,127001,0,1,1,12.8,2494,102,8,4.95
2013,84600,1,1,0,21.1,814,55.2,5,2.5
2018,30953,1,1,1,22.7,799,53.64,5,3.48
2012,78000,0,1,1,22.9,1248,74,5,4.4
2008,85000,0,1,1,9.5,2835,118.6,6,7.99
2008,79000,0,0,1,13.1,2400,215,5,10.99
2014,79000,0,0,1,12.55,2982,168.5,7,18.5
2018,48188,0,1,1,16.3,1956,170,5,21.69
2014,67557,0,1,1,23.4,1248,74,5,5.17
2011,103814,0,1,0,22.32,1582,126.32,5,4.5
2014,45128,0,1,1,12.05,2179,120,8,6.75
2013,56075,1,1,1,19.81,1086,68.05,5,3.12
2011,166000,0,1,1,12.99,2494,100.6,8,8.25
2017,65367,0,0,1,11.36,2755,171.5,7,20.14
2013,114708,0,1,1,12.99,2494,100,8,12.6
2015,35082,0,1,1,23.4,1248,74,5,6.61
2016,38593,0,0,1,17.01,1582,126.2,5,13.23
2008,70700,0,1,1,12.99,2494,100,8,4.75
2011,83000,0,1,0,20.54,1598,103.6,5,2.9
2015,120000,0,1,1,14.8,2499,80,10,5.5
2014,91586,0,0,0,11.18,2696,184,7,9.47
2008,38235,1,1,1,20.36,1197,78.9,5,1.95
2011,37000,1,1,1,20.36,1197,78.9,5,2.2
2013,44000,1,1,0,18,1198,86.7,5,4.35
2016,54000,1,0,1,23.1,998,67.04,5,4.5
2013,90000,1,1,1,18.9,1197,82,5,3.55
